"City","Date","PM2.5","PM10","NO","NO2","NH3","CO","SO2","O3","AQI","AQI_Bucket","Latitude","Longitude","Year"
"Conselleria Meteo","18-01-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","19-01-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","20-01-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","21-01-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","22-01-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","23-01-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","24-01-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","25-01-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","26-01-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","27-01-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","28-01-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","29-01-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","30-01-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","31-01-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","1-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","2-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","3-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","4-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","5-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","6-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","7-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","8-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","9-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","10-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","11-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","12-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","13-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","14-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","15-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","16-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","17-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","18-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","19-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","20-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","21-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","22-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","23-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","24-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","25-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","26-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","27-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","28-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","29-02-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","1-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","2-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","3-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","4-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","5-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","6-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","7-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","8-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","9-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","10-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","11-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","12-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","13-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","14-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","15-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","16-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","17-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","18-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","19-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","20-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","21-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","22-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","23-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","24-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","25-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","26-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","27-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","28-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","29-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","30-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","31-03-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","1-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","2-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","3-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","4-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","5-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","6-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","7-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","8-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","9-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","10-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","11-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","12-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","13-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","14-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","15-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","16-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","17-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","18-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","19-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","20-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","21-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","22-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","23-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","24-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","25-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","26-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","27-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","28-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","29-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","30-04-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","1-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","2-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","3-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","4-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","5-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","6-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","7-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","8-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","9-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","10-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","11-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","12-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","13-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","14-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","15-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","16-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","17-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","18-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","19-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","20-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","21-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","22-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","23-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","24-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","25-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","26-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","27-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","28-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","29-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","30-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","31-05-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","1-06-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
"Conselleria Meteo","2-06-2020",11.793811911459,19.2751281479831,7.75598953090397,19.3019931548218,4.67326007326007,0.140360404838312,3.78532608695652,53.1652257444765,0,"Good",39.484169,-0.392797,2020
