"City","Date","PM2.5","PM10","NO","NO2","NH3","CO","SO2","O3","AQI","AQI_Bucket","Latitude","Longitude","Year"
"Avda. Francia","1-01-2019",18,22,19,38,4.67326007326007,0.1,6,20,153.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","2-01-2019",4,17,3,7,4.67326007326007,0.1,3,63,121.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","3-01-2019",30,46,22,65,4.67326007326007,0.1,5,41,261.25,"Poor",39.458788,-0.34471,2019
"Avda. Francia","4-01-2019",18,23,2,26,4.67326007326007,0.1,4,68,176.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","5-01-2019",13,18,2,8,4.67326007326007,0.2,3,73,146.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","6-01-2019",9,16,2,17,4.67326007326007,0.2,7,65,145,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","7-01-2019",22,35,2,14,4.67326007326007,0.2,4,66,178.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","8-01-2019",11,19,2,5,4.67326007326007,0.1,3,65,131.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","9-01-2019",14,19,2,19,4.67326007326007,0.1,6,76,170,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","10-01-2019",23,34,9,25,4.67326007326007,0.1,3,44,172.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","11-01-2019",6,8,5,23,4.67326007326007,0.2,4,30,95,"Satisfactory",39.458788,-0.34471,2019
"Avda. Francia","12-01-2019",5,6,1,13,4.67326007326007,0.1,3,58,107.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","13-01-2019",14,22,19,54,4.67326007326007,0.2,5,25,173.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","14-01-2019",14,25,7.75598953090397,19.3019931548218,4.67326007326007,0.3,5,15,73.75,"Satisfactory",39.458788,-0.34471,2019
"Avda. Francia","15-01-2019",22,35,7.75598953090397,19.3019931548218,4.67326007326007,0.3,6,9,90,"Satisfactory",39.458788,-0.34471,2019
"Avda. Francia","16-01-2019",38,50,7.75598953090397,19.3019931548218,4.67326007326007,0.2,5,13,132.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","17-01-2019",44,63,22,34,4.67326007326007,0.1,3,10,220,"Poor",39.458788,-0.34471,2019
"Avda. Francia","18-01-2019",17,29,11,25,4.67326007326007,0.1,3,20,131.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","19-01-2019",16,22,2,13,4.67326007326007,0.1,3,33,111.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","20-01-2019",15,19,3,13,4.67326007326007,0.2,3,28,101.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","21-01-2019",6,12,9,18,4.67326007326007,0.1,3,33,101.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","22-01-2019",8,12,7.75598953090397,19.3019931548218,4.67326007326007,0.2,3,41,80,"Satisfactory",39.458788,-0.34471,2019
"Avda. Francia","23-01-2019",5,19,7.75598953090397,19.3019931548218,4.67326007326007,0.2,3,46,91.25,"Satisfactory",39.458788,-0.34471,2019
"Avda. Francia","24-01-2019",3,13,7.75598953090397,19.3019931548218,4.67326007326007,0.2,3,60,98.75,"Satisfactory",39.458788,-0.34471,2019
"Avda. Francia","25-01-2019",3,7,7.75598953090397,19.3019931548218,4.67326007326007,0.2,3,47,75,"Satisfactory",39.458788,-0.34471,2019
"Avda. Francia","26-01-2019",13,18,15,38,4.67326007326007,0.1,3,28,143.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","27-01-2019",6,12,3,26,4.67326007326007,0.1,3,46,120,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","28-01-2019",5,14,6,30,4.67326007326007,0.2,3,40,122.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","29-01-2019",7,16,4,18,4.67326007326007,0.2,3,44,115,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","30-01-2019",6,14,7,19,4.67326007326007,0.2,3,45,117.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","31-01-2019",3,14,3,10,4.67326007326007,0.1,3,49,102.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","1-02-2019",17,26,22,49,4.67326007326007,0.2,6,12,165,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","2-02-2019",4,17,2,4,4.67326007326007,0.1,3,68,122.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","3-02-2019",29,48,7,60,4.67326007326007,0.1,5,41,237.5,"Poor",39.458788,-0.34471,2019
"Avda. Francia","4-02-2019",27,32,11,51,4.67326007326007,0.1,4,25,187.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","5-02-2019",12,16,2,18,4.67326007326007,0.2,4,65,146.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","6-02-2019",7,12,3,15,4.67326007326007,0.2,6,78,151.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","7-02-2019",18,27,2,10,4.67326007326007,0.1,3,74,167.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","8-02-2019",10,18,2,5,4.67326007326007,0.2,3,78,145,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","9-02-2019",8,11,2,24,4.67326007326007,0.1,5,67,146.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","10-02-2019",7,20,5,23,4.67326007326007,0.2,4,47,132.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","11-02-2019",6,10,1,9,4.67326007326007,0.2,3,51,100,"Satisfactory",39.458788,-0.34471,2019
"Avda. Francia","12-02-2019",5,6,1,11,4.67326007326007,0.1,4,59,107.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","13-02-2019",15,25,24,43,4.67326007326007,0.2,4,38,186.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","14-02-2019",12,19,7,39,4.67326007326007,0.1,5,48,162.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","15-02-2019",22,30,9,43,4.67326007326007,0.1,4,43,188.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","16-02-2019",28,34,7,37,4.67326007326007,0.1,5,49,200,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","17-02-2019",15,19,4,29,4.67326007326007,0.1,4,54,156.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","18-02-2019",20,27,11,36,4.67326007326007,0.1,5,57,195,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","19-02-2019",27,36,11,40,4.67326007326007,0.1,6,53,216.25,"Poor",39.458788,-0.34471,2019
"Avda. Francia","20-02-2019",27,36,8,42,4.67326007326007,0.1,6,52,213.75,"Poor",39.458788,-0.34471,2019
"Avda. Francia","21-02-2019",38,50,19,54,4.67326007326007,0.1,6,35,252.5,"Poor",39.458788,-0.34471,2019
"Avda. Francia","22-02-2019",44,76,40,79,4.67326007326007,0.2,9,19,333.75,"Very Poor",39.458788,-0.34471,2019
"Avda. Francia","23-02-2019",32,55,5,54,4.67326007326007,0.1,8,35,236.25,"Poor",39.458788,-0.34471,2019
"Avda. Francia","24-02-2019",32,46,4,42,4.67326007326007,0.1,8,54,232.5,"Poor",39.458788,-0.34471,2019
"Avda. Francia","25-02-2019",31,44,13,54,4.67326007326007,0.1,3.78532608695652,36,222.5,"Poor",39.458788,-0.34471,2019
"Avda. Francia","26-02-2019",26,44,19,66,4.67326007326007,0.1,3.78532608695652,33,235,"Poor",39.458788,-0.34471,2019
"Avda. Francia","27-02-2019",27,57,37,80,4.67326007326007,0.1,3.78532608695652,27,285,"Poor",39.458788,-0.34471,2019
"Avda. Francia","28-02-2019",25,52,17,71,4.67326007326007,0.1,3.78532608695652,34,248.75,"Poor",39.458788,-0.34471,2019
"Avda. Francia","1-03-2019",23,37,45,53,4.67326007326007,0.2,6,10,217.5,"Poor",39.458788,-0.34471,2019
"Avda. Francia","2-03-2019",4,16,2,2,4.67326007326007,0.1,4,69,121.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","3-03-2019",16,28,4,47,4.67326007326007,0.1,4,44,178.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","4-03-2019",13,20,8,28,4.67326007326007,0.1,4,59,165,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","5-03-2019",14,20,6,23,4.67326007326007,0.1,5,55,153.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","6-03-2019",10,23,4,16,4.67326007326007,0.2,3,80,170,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","7-03-2019",15,26,3,18,4.67326007326007,0.1,5,69,170,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","8-03-2019",11,17,2,7,4.67326007326007,0.1,4,74,143.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","9-03-2019",7,11,2,19,4.67326007326007,0.1,3,59,126.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","10-03-2019",6,16,7,14,4.67326007326007,0.2,4,53,125,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","11-03-2019",3,7,1,4,4.67326007326007,0.2,3,78,120,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","12-03-2019",7,8,1,16,4.67326007326007,0.1,3,42,96.25,"Satisfactory",39.458788,-0.34471,2019
"Avda. Francia","13-03-2019",16,30,6,34,4.67326007326007,0.1,6,46,172.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","14-03-2019",9,21,5,33,4.67326007326007,0.1,7,50,156.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","15-03-2019",18,38,12,47,4.67326007326007,0.2,7,38,200,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","16-03-2019",28,38,4,32,4.67326007326007,0.2,6,57,206.25,"Poor",39.458788,-0.34471,2019
"Avda. Francia","17-03-2019",24,41,7,27,4.67326007326007,0.1,6,64,211.25,"Poor",39.458788,-0.34471,2019
"Avda. Francia","18-03-2019",10,18,2,14,4.67326007326007,0.1,6,69,148.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","19-03-2019",13,19,2,10,4.67326007326007,0.1,6,72,152.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","20-03-2019",14,19,3,16,4.67326007326007,0.1,6,63,151.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","21-03-2019",15,26,4,23,4.67326007326007,0.1,7,74,186.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","22-03-2019",18,31,5,35,4.67326007326007,0.2,3.78532608695652,77,207.5,"Poor",39.458788,-0.34471,2019
"Avda. Francia","23-03-2019",25,35,2,38,4.67326007326007,0.2,3.78532608695652,71,213.75,"Poor",39.458788,-0.34471,2019
"Avda. Francia","24-03-2019",24,31,4,29,4.67326007326007,0.1,3.78532608695652,59,183.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","25-03-2019",24,36,10,44,4.67326007326007,0.1,3,49,207.5,"Poor",39.458788,-0.34471,2019
"Avda. Francia","26-03-2019",20,31,4,32,4.67326007326007,0.1,3,61,188.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","27-03-2019",14,25,4,30,4.67326007326007,0.1,5,67,181.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","28-03-2019",15,25,6,28,4.67326007326007,0.1,4,74,190,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","29-03-2019",14,21,5,23,4.67326007326007,0.1,4,84,188.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","30-03-2019",16,21,2,17,4.67326007326007,0.1,4,87,183.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","31-03-2019",16,18,2,13,4.67326007326007,0.1,4,79,165,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","1-04-2019",22,32,18,46,4.67326007326007,0.2,5,16,173.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","2-04-2019",9,18,13,30,4.67326007326007,0.2,4,36,137.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","3-04-2019",11,37,2,31,4.67326007326007,0.1,3,53,171.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","4-04-2019",7,14,3,23,4.67326007326007,0.1,5,65,146.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","5-04-2019",9,13,2,16,4.67326007326007,0.1,4,67,138.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","6-04-2019",15,22,3,14,4.67326007326007,0.2,4,72,162.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","7-04-2019",15,26,4,19,4.67326007326007,0.1,3,66,166.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","8-04-2019",9,16,2,4,4.67326007326007,0.1,4,71,132.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","9-04-2019",9,12,3,20,4.67326007326007,0.1,4,56,130,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","10-04-2019",10,23,9,24,4.67326007326007,0.2,5,51,152.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","11-04-2019",3,6,1,8,4.67326007326007,0.2,5,64,108.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","12-04-2019",4,4,2,22,4.67326007326007,0.1,3,40,93.75,"Satisfactory",39.458788,-0.34471,2019
"Avda. Francia","13-04-2019",18,25,2,31,4.67326007326007,0.1,6,75,196.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","14-04-2019",12,20,2,19,4.67326007326007,0.1,4,91,185,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","15-04-2019",20,30,2,14,4.67326007326007,0.1,4,99,211.25,"Poor",39.458788,-0.34471,2019
"Avda. Francia","16-04-2019",21,28,2,15,4.67326007326007,0.1,4,90,200,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","17-04-2019",17,23,2,13,4.67326007326007,0.1,4,89,185,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","18-04-2019",18,23,2,10,4.67326007326007,0.1,3,82,172.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","19-04-2019",17,20,2,9,4.67326007326007,0.1,4,82,167.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","20-04-2019",25,37,2,7,4.67326007326007,0.1,4,115,237.5,"Poor",39.458788,-0.34471,2019
"Avda. Francia","21-04-2019",22,33,2,7,4.67326007326007,0.1,6,105,218.75,"Poor",39.458788,-0.34471,2019
"Avda. Francia","22-04-2019",25,35,2,27,4.67326007326007,0.1,3,49,176.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","23-04-2019",16,23,6,31,4.67326007326007,0.1,4,51,163.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","24-04-2019",4,9,2,14,4.67326007326007,0.1,5,85,148.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","25-04-2019",6,11,2,16,4.67326007326007,0.1,3.78532608695652,74,136.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","26-04-2019",6,12,3,19,4.67326007326007,0.1,5,69,142.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","27-04-2019",10,16,4,27,4.67326007326007,0.2,6,60,153.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","28-04-2019",10,13,2,13,4.67326007326007,0.2,3,73,142.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","29-04-2019",14,19,2,14,4.67326007326007,0.2,3,73,156.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","30-04-2019",14,20,5,16,4.67326007326007,0.2,4,62,151.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","1-05-2019",25,33,11,36,4.67326007326007,0.2,5,21,163.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","2-05-2019",18,31,18,40,4.67326007326007,0.2,4,20,163.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","3-05-2019",17,26,3,31,4.67326007326007,0.1,5,55,171.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","4-05-2019",12,17,4,30,4.67326007326007,0.1,4,43,137.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","5-05-2019",8,12,2,9,4.67326007326007,0.1,4,89,155,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","6-05-2019",14,33,2,15,4.67326007326007,0.2,4,75,178.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","7-05-2019",21,32,3,19,4.67326007326007,0.1,5,56,170,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","8-05-2019",14,23,2,6,4.67326007326007,0.2,3,64,140,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","9-05-2019",7,14,2,17,4.67326007326007,0.1,4,65,136.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","10-05-2019",8,14,2,17,4.67326007326007,0.2,3,54,122.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","11-05-2019",2,5,1,10,4.67326007326007,0.3,4,61,103.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","12-05-2019",5,7,2,21,4.67326007326007,0.1,3,31,86.25,"Satisfactory",39.458788,-0.34471,2019
"Avda. Francia","13-05-2019",10,15,3,12,4.67326007326007,0.1,3,84,158.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","14-05-2019",13,28,3,19,4.67326007326007,0.1,3,79,181.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","15-05-2019",16,28,2,14,4.67326007326007,0.1,4,87,188.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","16-05-2019",13,24,2,14,4.67326007326007,0.1,4,95,190,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","17-05-2019",6,17,2,10,4.67326007326007,0.1,4,87,157.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","18-05-2019",6,10,2,12,4.67326007326007,0.2,5,77,140,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","19-05-2019",6,9,2,15,4.67326007326007,0.1,6,68,132.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","20-05-2019",6,10,3,15,4.67326007326007,0.1,5,79,147.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","21-05-2019",11,17,2,20,4.67326007326007,0.1,5,66,151.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","22-05-2019",13,17,3,16,4.67326007326007,0.1,5,68,152.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","23-05-2019",15,21,8,22,4.67326007326007,0.2,4,71,176.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","24-05-2019",15,18,2,23,4.67326007326007,0.2,3,70,163.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","25-05-2019",9,12,2,16,4.67326007326007,0.2,3,64,132.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","26-05-2019",7,10,2,17,4.67326007326007,0.1,5,57,122.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","27-05-2019",14,20,7,20,4.67326007326007,0.1,4,65,162.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","28-05-2019",13,20,4,28,4.67326007326007,0.1,5,50,150,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","29-05-2019",5,11,2,14,4.67326007326007,0.1,5,70,133.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","30-05-2019",11,22,6,24,4.67326007326007,0.1,5,49,146.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","31-05-2019",12,22,5,21,4.67326007326007,0.1,5,60,156.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","1-06-2019",22,32,7,35,4.67326007326007,0.2,5,22,153.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","2-06-2019",23,34,25,43,4.67326007326007,0.2,4,15,180,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","3-06-2019",27,44,8,46,4.67326007326007,0.1,6,32,203.75,"Poor",39.458788,-0.34471,2019
"Avda. Francia","4-06-2019",3,5,2,13,4.67326007326007,0.1,4,62,111.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","5-06-2019",11,17,6,17,4.67326007326007,0.1,4,69,155,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","6-06-2019",9,15,2,11,4.67326007326007,0.1,4,71,140,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","7-06-2019",27,43,2,13,4.67326007326007,0.2,3,52,175,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","8-06-2019",21,32,2,3,4.67326007326007,0.2,3,68,161.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","9-06-2019",6,11,2,8,4.67326007326007,0.1,4,62,116.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","10-06-2019",10,13,2,8,4.67326007326007,0.1,4,56,116.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","11-06-2019",4,6,7,19,4.67326007326007,0.140360404838312,5,40,101.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","12-06-2019",9,10,8,25,4.67326007326007,0.1,4,27,103.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","13-06-2019",7,14,2,8,4.67326007326007,0.2,5,78,142.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","14-06-2019",14,31,3,19,4.67326007326007,0.2,4,68,173.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","15-06-2019",9,23,2,11,4.67326007326007,0.2,5,92,177.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","16-06-2019",14,22,2,10,4.67326007326007,0.2,4,72,155,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","17-06-2019",15,24,4,14,4.67326007326007,0.2,4,66,158.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","18-06-2019",14,22,5,16,4.67326007326007,0.2,4,65,157.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","19-06-2019",15,22,2,13,4.67326007326007,0.1,4,73,161.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","20-06-2019",20,28,2,9,4.67326007326007,0.2,3,74,170,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","21-06-2019",14,19,2,7,4.67326007326007,0.2,4,77,153.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","22-06-2019",13,17,2,9,4.67326007326007,0.1,4,71,145,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","23-06-2019",14,20,2,10,4.67326007326007,0.2,4,68,147.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","24-06-2019",13,19,2,7,4.67326007326007,0.1,4,73,147.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","25-06-2019",19,29,2,9,4.67326007326007,0.1,3,64,157.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","26-06-2019",19,30,2,8,4.67326007326007,0.1,4,80,178.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","27-06-2019",15,24,2,18,4.67326007326007,0.1,4,80,178.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","28-06-2019",16,36,4,32,4.67326007326007,0.1,5,63,195,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","29-06-2019",13,27,3,28,4.67326007326007,0.1,5,66,177.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","30-06-2019",15,24,2,20,4.67326007326007,0.1,5,74,175,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","1-07-2019",19,34,64,55,4.67326007326007,0.3,6,17,243.75,"Poor",39.458788,-0.34471,2019
"Avda. Francia","2-07-2019",29,39,27,37,4.67326007326007,0.2,4,19,193.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","3-07-2019",6,12,3,24,4.67326007326007,0.1,5,55,131.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","4-07-2019",3,4,2,9,4.67326007326007,0.1,4,69,113.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","5-07-2019",25,32,4,22,4.67326007326007,0.2,5,66,192.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","6-07-2019",11,23,3,12,4.67326007326007,0.2,4,77,162.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","7-07-2019",25,45,2,18,4.67326007326007,0.1,4,54,185,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","8-07-2019",27,40,2,8,4.67326007326007,0.2,3,54,167.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","9-07-2019",7,11,2,5,4.67326007326007,0.1,3,64,115,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","10-07-2019",13,21,7,17,4.67326007326007,0.2,4,43,131.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","11-07-2019",4,8,1,12,4.67326007326007,0.140360404838312,5,49,98.75,"Satisfactory",39.458788,-0.34471,2019
"Avda. Francia","12-07-2019",12,13,18,28,4.67326007326007,0.1,5,18,117.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","13-07-2019",11,18,2,11,4.67326007326007,0.2,3,68,141.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","14-07-2019",10,16,2,7,4.67326007326007,0.1,3,67,131.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","15-07-2019",13,23,3,11,4.67326007326007,0.2,4,64,147.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","16-07-2019",11,18,2,7,4.67326007326007,0.1,3,71,140,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","17-07-2019",9,17,2,6,4.67326007326007,0.1,3,78,143.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","18-07-2019",8,14,2,9,4.67326007326007,0.1,4,72,136.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","19-07-2019",9,14,2,7,4.67326007326007,0.2,3,72,133.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","20-07-2019",11,17,2,5,4.67326007326007,0.2,3,77,143.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","21-07-2019",12,18,2,3,4.67326007326007,0.2,3,70,135,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","22-07-2019",13,20,2,10,4.67326007326007,0.1,4,67,145,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","23-07-2019",13,24,3,18,4.67326007326007,0.1,3,59,150,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","24-07-2019",16,30,6,20,4.67326007326007,0.1,4,52,160,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","25-07-2019",14,24,3,14,4.67326007326007,0.1,3,68,157.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","26-07-2019",16,25,3,12,4.67326007326007,0.1,4,58,147.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","27-07-2019",15,39,2,8,4.67326007326007,0.1,5,66,168.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","28-07-2019",4,8,2,2,4.67326007326007,0.1,4,64,105,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","29-07-2019",9,20,3,9,4.67326007326007,0.1,4,53,122.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","30-07-2019",11,24,2,5,4.67326007326007,0.2,4,55,126.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","31-07-2019",11,22,2,4,4.67326007326007,0.2,3,61,128.75,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","1-08-2019",26,36,29,47,4.67326007326007,0.2,5,19,202.5,"Poor",39.458788,-0.34471,2019
"Avda. Francia","2-08-2019",36,45,16,47,4.67326007326007,0.2,3.78532608695652,26,212.5,"Poor",39.458788,-0.34471,2019
"Avda. Francia","3-08-2019",10,17,5,38,4.67326007326007,0.1,6,45,151.25,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","4-08-2019",4,7,2,18,4.67326007326007,0.1,4,55,112.5,"Moderate",39.458788,-0.34471,2019
"Avda. Francia","5-08-2019",14,26,3,15,4.67326007326007,0.1,3,50,138.75,"Moderate",39.458788,-0.34471,2019
